X,Y,Z
-0.154056,0.972683,0.173649
-0.154507,0.975528,0.156436
-0.154911,0.978076,0.139174
-0.155267,0.980326,0.121871
-0.155576,0.982278,0.10453
-0.155838,0.98393,0.087157
-0.156052,0.985283,0.0697577
-0.156219,0.986335,0.0523372
-0.156338,0.987087,0.0349008
-0.156409,0.987538,0.0174537
-0.156433,0.987689,1.32679e-006
0.173647,-0.984808,1.32679e-006
0.17362,-0.984658,0.0174537
0.173541,-0.984208,0.0349008
0.173409,-0.983458,0.0523372
0.173224,-0.982409,0.0697577
0.172986,-0.98106,0.087157
0.172695,-0.979413,0.10453
0.172352,-0.977467,0.121871
0.171957,-0.975224,0.139174
0.171509,-0.972683,0.156436
0.171009,-0.969846,0.173649
0.170456,-0.966714,0.19081
0.169852,-0.963287,0.207913
0.169196,-0.959567,0.224952
0.168489,-0.955555,0.241923
0.16773,-0.951251,0.25882
0.16692,-0.946658,0.275638
0.166059,-0.941776,0.292373
0.165148,-0.936608,0.309018
0.164186,-0.931154,0.325569
0.163174,-0.925416,0.342021
0.162113,-0.919397,0.358369
0.161002,-0.913098,0.374608
0.159843,-0.90652,0.390732
0.158634,-0.899666,0.406738
0.157377,-0.892539,0.422619
0.156073,-0.885139,0.438372
0.15472,-0.87747,0.453991
0.153321,-0.869533,0.469472
0.151875,-0.861332,0.48481
0.150382,-0.852868,0.500001
0.148844,-0.844145,0.515039
0.147261,-0.835164,0.52992
0.145632,-0.825929,0.54464
0.14396,-0.816442,0.559194
0.142243,-0.806707,0.573577
0.140483,-0.796726,0.587786
0.13868,-0.786502,0.601816
0.136835,-0.776039,0.615662
0.134949,-0.765339,0.629321
0.133021,-0.754406,0.642788
0.131053,-0.743244,0.65606
0.129045,-0.731855,0.669131
0.126997,-0.720243,0.681999
0.124911,-0.708411,0.694659
0.122787,-0.696364,0.707107
0.120625,-0.684105,0.71934
0.118427,-0.671637,0.731354
0.116192,-0.658965,0.743145
0.113922,-0.646092,0.75471
0.111618,-0.633022,0.766045
0.109279,-0.619759,0.777146
0.106908,-0.606308,0.788011
0.104503,-0.592672,0.798636
0.102067,-0.578855,0.809017
0.0995996,-0.564862,0.819152
0.0971019,-0.550697,0.829038
0.0945747,-0.536364,0.838671
0.0920187,-0.521868,0.848048
0.0894346,-0.507213,0.857168
0.0868233,-0.492404,0.866026
0.0841855,-0.477444,0.87462
0.0815221,-0.462339,0.882948
0.0788339,-0.447093,0.891007
0.0761217,-0.431711,0.898794
0.0733862,-0.416198,0.906308
0.0706284,-0.400557,0.913546
0.0678491,-0.384795,0.920505
0.0650492,-0.368915,0.927184
0.0622294,-0.352923,0.933581
0.0593906,-0.336824,0.939693
0.0565338,-0.320622,0.945519
0.0536597,-0.304322,0.951057
0.0507693,-0.28793,0.956305
0.0478635,-0.27145,0.961262
0.044943,-0.254887,0.965926
0.0420089,-0.238246,0.970296
0.039062,-0.221533,0.97437
0.0361032,-0.204753,0.978148
0.0331333,-0.18791,0.981627
0.0301534,-0.17101,0.984808
0.0271643,-0.154058,0.987688
0.0241669,-0.137059,0.990268
0.0211622,-0.120018,0.992546
0.018151,-0.10294,0.994522
0.0151343,-0.0858316,0.996195
0.012113,-0.0686967,0.997564
0.00908796,-0.0515408,0.99863
0.00606018,-0.0343693,0.999391
0.00303055,-0.0171873,0.999848
-5.6872e-016,3.2254e-015,1
-0.00303055,0.0171873,0.999848
-0.00606018,0.0343693,0.999391
-0.00908796,0.0515408,0.99863
-0.012113,0.0686967,0.997564
-0.0151343,0.0858316,0.996195
-0.018151,0.10294,0.994522
-0.0211622,0.120018,0.992546
-0.0241669,0.137059,0.990268
-0.0271643,0.154058,0.987688
-0.0301534,0.17101,0.984808
-0.0331333,0.18791,0.981627
-0.0361032,0.204753,0.978148
-0.039062,0.221533,0.97437
-0.0420089,0.238246,0.970296
-0.044943,0.254887,0.965926
-0.0478635,0.27145,0.961262
-0.0507693,0.28793,0.956305
-0.0536597,0.304322,0.951057
-0.0565338,0.320622,0.945519
-0.0593906,0.336824,0.939693
-0.0622294,0.352923,0.933581
-0.0650492,0.368915,0.927184
-0.0678491,0.384795,0.920505
-0.0706284,0.400557,0.913546
-0.0733862,0.416198,0.906308
-0.0761217,0.431711,0.898794
-0.0788339,0.447093,0.891007
-0.0815221,0.462339,0.882948
-0.0841855,0.477444,0.87462
-0.0868233,0.492404,0.866026
-0.0894346,0.507213,0.857168
-0.0920187,0.521868,0.848048
-0.0945747,0.536364,0.838671
-0.0971019,0.550697,0.829038
-0.0995996,0.564862,0.819152
-0.102067,0.578855,0.809017
-0.104503,0.592672,0.798636
-0.106908,0.606308,0.788011
-0.109279,0.619759,0.777146
-0.111618,0.633022,0.766045
-0.113922,0.646092,0.75471
-0.116192,0.658965,0.743145
-0.118427,0.671637,0.731354
-0.120625,0.684105,0.71934
-0.122787,0.696364,0.707107
-0.124911,0.708411,0.694659
-0.126997,0.720243,0.681999
-0.129045,0.731855,0.669131
-0.131053,0.743244,0.65606
-0.133021,0.754406,0.642788
-0.134949,0.765339,0.629321
-0.136835,0.776039,0.615662
-0.13868,0.786502,0.601816
-0.140483,0.796726,0.587786
-0.142243,0.806707,0.573577
-0.14396,0.816442,0.559194
-0.145632,0.825929,0.54464
-0.147261,0.835164,0.52992
-0.148844,0.844145,0.515039
-0.150382,0.852868,0.500001
-0.151875,0.861332,0.48481
-0.153321,0.869533,0.469472
-0.15472,0.87747,0.453991
-0.156073,0.885139,0.438372
-0.157377,0.892539,0.422619
-0.158634,0.899666,0.406738
-0.159843,0.90652,0.390732
-0.161002,0.913098,0.374608
-0.162113,0.919397,0.358369
-0.163174,0.925416,0.342021
-0.164186,0.931154,0.325569
-0.165148,0.936608,0.309018
-0.166059,0.941776,0.292373
-0.16692,0.946658,0.275638
-0.16773,0.951251,0.25882
-0.168489,0.955555,0.241923
-0.169196,0.959567,0.224952
-0.169852,0.963287,0.207913
-0.170456,0.966714,0.19081
-0.171009,0.969846,0.173649
-0.171509,0.972683,0.156436
-0.171957,0.975224,0.139174
-0.172352,0.977467,0.121871
-0.172695,0.979413,0.10453
-0.172986,0.98106,0.087157
-0.173224,0.982409,0.0697577
-0.173409,0.983458,0.0523372
-0.173541,0.984208,0.0349008
-0.17362,0.984658,0.0174537
-0.173647,0.984808,1.32679e-006
0.190808,-0.981627,1.32679e-006
0.190778,-0.981478,0.0174537
0.190691,-0.981029,0.0349008
0.190546,-0.980282,0.0523372
0.190343,-0.979236,0.0697577
0.190081,-0.977892,0.087157
0.189762,-0.97625,0.10453
0.189385,-0.97431,0.121871
0.188951,-0.972074,0.139174
0.188458,-0.969542,0.156436
0.187909,-0.966714,0.173649
0.187302,-0.963592,0.19081
0.186638,-0.960176,0.207913
0.185917,-0.956468,0.224952
0.18514,-0.952469,0.241923
0.184306,-0.948179,0.25882
0.183416,-0.943601,0.275638
0.18247,-0.938735,0.292373
0.181469,-0.933583,0.309018
0.180412,-0.928147,0.325569
0.1793,-0.922428,0.342021
0.178134,-0.916428,0.358369
0.176914,-0.910149,0.374608
0.175639,-0.903592,0.390732
0.174311,-0.896761,0.406738
0.17293,-0.889656,0.422619
0.171497,-0.882281,0.438372
0.170011,-0.874636,0.453991
0.168473,-0.866725,0.469472
0.166884,-0.85855,0.48481
0.165244,-0.850114,0.500001
0.163554,-0.841419,0.515039
0.161814,-0.832467,0.52992
0.160025,-0.823262,0.54464
0.158187,-0.813806,0.559194
0.1563,-0.804102,0.573577
0.154366,-0.794153,0.587786
0.152386,-0.783962,0.601816
0.150358,-0.773533,0.615662
0.148285,-0.762867,0.629321
0.146167,-0.75197,0.642788
0.144004,-0.740843,0.65606
0.141798,-0.729491,0.669131
0.139548,-0.717916,0.681999
0.137255,-0.706123,0.694659
0.134921,-0.694115,0.707107
0.132546,-0.681895,0.71934
0.13013,-0.669468,0.731354
0.127675,-0.656837,0.743145
0.125181,-0.644005,0.75471
0.122649,-0.630978,0.766045
0.120079,-0.617758,0.777146
0.117473,-0.60435,0.788011
0.114831,-0.590758,0.798636
0.112154,-0.576986,0.809017
0.109443,-0.563038,0.819152
0.106698,-0.548919,0.829038
0.103921,-0.534632,0.838671
0.101113,-0.520183,0.848048
0.0982731,-0.505575,0.857168
0.0954037,-0.490813,0.866026
0.0925053,-0.475902,0.87462
0.0895786,-0.460846,0.882948
0.0866247,-0.445649,0.891007
0.0836445,-0.430317,0.898794
0.0806387,-0.414853,0.906308
0.0776084,-0.399264,0.913546
0.0745544,-0.383552,0.920505
0.0714777,-0.367724,0.927184
0.0683792,-0.351784,0.933581
0.06526,-0.335736,0.939693
0.0621208,-0.319586,0.945519
0.0589627,-0.303339,0.951057
0.0557867,-0.287,0.956305
0.0525936,-0.270573,0.961262
0.0493846,-0.254064,0.965926
0.0461605,-0.237477,0.970296
0.0429223,-0.220818,0.97437
0.0396711,-0.204092,0.978148
0.0364078,-0.187303,0.981627
0.0331334,-0.170458,0.984808
0.0298488,-0.15356,0.987688
0.0265553,-0.136616,0.990268
0.0232536,-0.11963,0.992546
0.0199448,-0.102608,0.994522
0.01663,-0.0855544,0.996195
0.01331,-0.0684748,0.997564
0.00998609,-0.0513744,0.99863
0.00665908,-0.0342583,0.999391
0.00333005,-0.0171317,0.999848
-6.24925e-016,3.21498e-015,1
-0.00333005,0.0171317,0.999848
-0.00665908,0.0342583,0.999391
-0.00998609,0.0513744,0.99863
-0.01331,0.0684748,0.997564
-0.01663,0.0855544,0.996195
-0.0199448,0.102608,0.994522
-0.0232536,0.11963,0.992546
-0.0265553,0.136616,0.990268
-0.0298488,0.15356,0.987688
-0.0331334,0.170458,0.984808
-0.0364078,0.187303,0.981627
-0.0396711,0.204092,0.978148
-0.0429223,0.220818,0.97437
-0.0461605,0.237477,0.970296
-0.0493846,0.254064,0.965926
-0.0525936,0.270573,0.961262
-0.0557867,0.287,0.956305
-0.0589627,0.303339,0.951057
-0.0621208,0.319586,0.945519
-0.06526,0.335736,0.939693
-0.0683792,0.351784,0.933581
-0.0714777,0.367724,0.927184
-0.0745544,0.383552,0.920505
-0.0776084,0.399264,0.913546
-0.0806387,0.414853,0.906308
-0.0836445,0.430317,0.898794
-0.0866247,0.445649,0.891007
-0.0895786,0.460846,0.882948
-0.0925053,0.475902,0.87462
-0.0954037,0.490813,0.866026
-0.0982731,0.505575,0.857168
-0.101113,0.520183,0.848048
-0.103921,0.534632,0.838671
-0.106698,0.548919,0.829038
-0.109443,0.563038,0.819152
-0.112154,0.576986,0.809017
-0.114831,0.590758,0.798636
-0.117473,0.60435,0.788011
-0.120079,0.617758,0.777146
-0.122649,0.630978,0.766045
-0.125181,0.644005,0.75471
-0.127675,0.656837,0.743145
-0.13013,0.669468,0.731354
-0.132546,0.681895,0.71934
-0.134921,0.694115,0.707107
-0.137255,0.706123,0.694659
-0.139548,0.717916,0.681999
-0.141798,0.729491,0.669131
-0.144004,0.740843,0.65606
-0.146167,0.75197,0.642788
-0.148285,0.762867,0.629321
-0.150358,0.773533,0.615662
-0.152386,0.783962,0.601816
-0.154366,0.794153,0.587786
-0.1563,0.804102,0.573577
-0.158187,0.813806,0.559194
-0.160025,0.823262,0.54464
-0.161814,0.832467,0.52992
-0.163554,0.841419,0.515039
-0.165244,0.850114,0.500001
-0.166884,0.85855,0.48481
-0.168473,0.866725,0.469472
-0.170011,0.874636,0.453991
-0.171497,0.882281,0.438372
-0.17293,0.889656,0.422619
-0.174311,0.896761,0.406738
-0.175639,0.903592,0.390732
-0.176914,0.910149,0.374608
-0.178134,0.916428,0.358369
-0.1793,0.922428,0.342021
-0.180412,0.928147,0.325569
-0.181469,0.933583,0.309018
-0.18247,0.938735,0.292373
-0.183416,0.943601,0.275638
-0.184306,0.948179,0.25882
-0.18514,0.952469,0.241923
-0.185917,0.956468,0.224952
-0.186638,0.960176,0.207913
-0.187302,0.963592,0.19081
-0.187909,0.966714,0.173649
-0.188458,0.969542,0.156436
-0.188951,0.972074,0.139174
-0.189385,0.97431,0.121871
-0.189762,0.97625,0.10453
-0.190081,0.977892,0.087157
-0.190343,0.979236,0.0697577
-0.190546,0.980282,0.0523372
-0.190691,0.981029,0.0349008
-0.190778,0.981478,0.0174537
-0.190808,0.981627,1.32679e-006
0.20791,-0.978148,1.32679e-006
0.207879,-0.977999,0.0174537
0.207784,-0.977552,0.0349008
0.207625,-0.976807,0.0523372
0.207404,-0.975765,0.0697577
0.207119,-0.974426,0.087157
0.206771,-0.972789,0.10453
0.20636,-0.970857,0.121871
0.205887,-0.968628,0.139174
0.20535,-0.966105,0.156436
0.204752,-0.963287,0.173649
0.20409,-0.960176,0.19081
0.203367,-0.956773,0.207913
0.202581,-0.953078,0.224952
0.201734,-0.949092,0.241923
0.200826,-0.944818,0.25882
0.199856,-0.940256,0.275638
0.198825,-0.935407,0.292373
0.197734,-0.930274,0.309018
0.196583,-0.924857,0.325569
0.195372,-0.919158,0.342021
0.194101,-0.913179,0.358369
0.192771,-0.906923,0.374608
0.191382,-0.90039,0.390732
0.189935,-0.893582,0.406738
0.188431,-0.886503,0.422619
0.186868,-0.879153,0.438372
0.185249,-0.871536,0.453991
0.183574,-0.863653,0.469472
0.181842,-0.855507,0.48481
0.180055,-0.847101,0.500001
0.178214,-0.838436,0.515039
0.176318,-0.829516,0.52992
0.174368,-0.820343,0.54464
0.172365,-0.810921,0.559194
0.17031,-0.801251,0.573577
0.168203,-0.791338,0.587786
0.166044,-0.781183,0.601816
0.163835,-0.770791,0.615662
0.161576,-0.760163,0.629321
0.159268,-0.749304,0.642788
0.156912,-0.738217,0.65606
0.154507,-0.726905,0.669131
0.152056,-0.715372,0.681999
0.149558,-0.70362,0.694659
0.147015,-0.691655,0.707107
0.144426,-0.679478,0.71934
0.141794,-0.667095,0.731354
0.139119,-0.654508,0.743145
0.136401,-0.641722,0.75471
0.133642,-0.628741,0.766045
0.130842,-0.615568,0.777146
0.128002,-0.602208,0.788011
0.125123,-0.588664,0.798636
0.122206,-0.57494,0.809017
0.119252,-0.561042,0.819152
0.116262,-0.546973,0.829038
0.113236,-0.532737,0.838671
0.110176,-0.518339,0.848048
0.107082,-0.503783,0.857168
0.103955,-0.489074,0.866026
0.100797,-0.474215,0.87462
0.0976079,-0.459212,0.882948
0.0943892,-0.44407,0.891007
0.0911418,-0.428791,0.898794
0.0878666,-0.413383,0.906308
0.0845646,-0.397848,0.913546
0.0812369,-0.382193,0.920505
0.0778845,-0.36642,0.927184
0.0745083,-0.350537,0.933581
0.0711094,-0.334546,0.939693
0.0676889,-0.318454,0.945519
0.0642477,-0.302264,0.951057
0.060787,-0.285983,0.956305
0.0573078,-0.269614,0.961262
0.0538111,-0.253163,0.965926
0.050298,-0.236635,0.970296
0.0467696,-0.220035,0.97437
0.0432269,-0.203368,0.978148
0.0396711,-0.186639,0.981627
0.0361032,-0.169853,0.984808
0.0325243,-0.153016,0.987688
0.0289355,-0.136132,0.990268
0.0253379,-0.119206,0.992546
0.0217325,-0.102244,0.994522
0.0181206,-0.0852511,0.996195
0.0145031,-0.0682321,0.997564
0.0108812,-0.0511923,0.99863
0.00725596,-0.0341368,0.999391
0.00362853,-0.017071,0.999848
-6.80939e-016,3.20359e-015,1
-0.00362853,0.017071,0.999848
-0.00725596,0.0341368,0.999391
-0.0108812,0.0511923,0.99863
-0.0145031,0.0682321,0.997564
-0.0181206,0.0852511,0.996195
-0.0217325,0.102244,0.994522
-0.0253379,0.119206,0.992546
-0.0289355,0.136132,0.990268
-0.0325243,0.153016,0.987688
-0.0361032,0.169853,0.984808
-0.0396711,0.186639,0.981627
-0.0432269,0.203368,0.978148
-0.0467696,0.220035,0.97437
-0.050298,0.236635,0.970296
-0.0538111,0.253163,0.965926
-0.0573078,0.269614,0.961262
-0.060787,0.285983,0.956305
-0.0642477,0.302264,0.951057
-0.0676889,0.318454,0.945519
-0.0711094,0.334546,0.939693
-0.0745083,0.350537,0.933581
-0.0778845,0.36642,0.927184
-0.0812369,0.382193,0.920505
-0.0845646,0.397848,0.913546
-0.0878666,0.413383,0.906308
-0.0911418,0.428791,0.898794
-0.0943892,0.44407,0.891007
-0.0976079,0.459212,0.882948
-0.100797,0.474215,0.87462
-0.103955,0.489074,0.866026
-0.107082,0.503783,0.857168
-0.110176,0.518339,0.848048
-0.113236,0.532737,0.838671
-0.116262,0.546973,0.829038
-0.119252,0.561042,0.819152
-0.122206,0.57494,0.809017
-0.125123,0.588664,0.798636
-0.128002,0.602208,0.788011
-0.130842,0.615568,0.777146
-0.133642,0.628741,0.766045
-0.136401,0.641722,0.75471
-0.139119,0.654508,0.743145
-0.141794,0.667095,0.731354
-0.144426,0.679478,0.71934
-0.147015,0.691655,0.707107
-0.149558,0.70362,0.694659
-0.152056,0.715372,0.681999
-0.154507,0.726905,0.669131
-0.156912,0.738217,0.65606
-0.159268,0.749304,0.642788
-0.161576,0.760163,0.629321
-0.163835,0.770791,0.615662
-0.166044,0.781183,0.601816
-0.168203,0.791338,0.587786
-0.17031,0.801251,0.573577
-0.172365,0.810921,0.559194
-0.174368,0.820343,0.54464
-0.176318,0.829516,0.52992
-0.178214,0.838436,0.515039
-0.180055,0.847101,0.500001
-0.181842,0.855507,0.48481
-0.183574,0.863653,0.469472
-0.185249,0.871536,0.453991
-0.186868,0.879153,0.438372
-0.188431,0.886503,0.422619
-0.189935,0.893582,0.406738
-0.191382,0.90039,0.390732
-0.192771,0.906923,0.374608
-0.194101,0.913179,0.358369
-0.195372,0.919158,0.342021
-0.196583,0.924857,0.325569
-0.197734,0.930274,0.309018
-0.198825,0.935407,0.292373
-0.199856,0.940256,0.275638
-0.200826,0.944818,0.25882
-0.201734,0.949092,0.241923
-0.202581,0.953078,0.224952
-0.203367,0.956773,0.207913
-0.20409,0.960176,0.19081
-0.204752,0.963287,0.173649
-0.20535,0.966105,0.156436
-0.205887,0.968628,0.139174
-0.20636,0.970857,0.121871
-0.206771,0.972789,0.10453
-0.207119,0.974426,0.087157
-0.207404,0.975765,0.0697577
-0.207625,0.976807,0.0523372
-0.207784,0.977552,0.0349008
-0.207879,0.977999,0.0174537
-0.20791,0.978148,1.32679e-006
0.22495,-0.97437,1.32679e-006
0.224915,-0.974222,0.0174537
0.224813,-0.973777,0.0349008
0.224641,-0.973035,0.0523372
0.224402,-0.971997,0.0697577
0.224094,-0.970663,0.087157
0.223717,-0.969033,0.10453
0.223273,-0.967107,0.121871
0.22276,-0.964888,0.139174
0.22218,-0.962374,0.156436
0.221532,-0.959567,0.173649
0.220817,-0.956468,0.19081
0.220034,-0.953078,0.207913
0.219184,-0.949397,0.224952
0.218268,-0.945427,0.241923
0.217285,-0.941169,0.25882
0.216235,-0.936625,0.275638
0.21512,-0.931795,0.292373
0.21394,-0.926681,0.309018
0.212694,-0.921285,0.325569
0.211383,-0.915608,0.342021
0.210008,-0.909653,0.358369
0.20857,-0.90342,0.374608
0.207067,-0.896912,0.390732
0.205502,-0.890131,0.406738
0.203873,-0.883079,0.422619
0.202183,-0.875758,0.438372
0.200431,-0.86817,0.453991
0.198619,-0.860318,0.469472
0.196745,-0.852203,0.48481
0.194812,-0.843829,0.500001
0.192819,-0.835198,0.515039
0.190768,-0.826313,0.52992
0.188658,-0.817175,0.54464
0.186492,-0.807789,0.559194
0.184268,-0.798157,0.573577
0.181988,-0.788282,0.587786
0.179653,-0.778166,0.601816
0.177263,-0.767814,0.615662
0.174819,-0.757228,0.629321
0.172321,-0.746411,0.642788
0.169771,-0.735366,0.65606
0.16717,-0.724098,0.669131
0.164518,-0.712609,0.681999
0.161815,-0.700903,0.694659
0.159063,-0.688983,0.707107
0.156263,-0.676854,0.71934
0.153415,-0.664519,0.731354
0.150521,-0.651981,0.743145
0.14758,-0.639244,0.75471
0.144595,-0.626313,0.766045
0.141565,-0.613191,0.777146
0.138493,-0.599882,0.788011
0.135378,-0.58639,0.798636
0.132222,-0.57272,0.809017
0.129026,-0.558875,0.819152
0.12579,-0.544861,0.829038
0.122516,-0.53068,0.838671
0.119205,-0.516337,0.848048
0.115858,-0.501837,0.857168
0.112475,-0.487185,0.866026
0.109058,-0.472384,0.87462
0.105607,-0.457439,0.882948
0.102125,-0.442355,0.891007
0.0986113,-0.427136,0.898794
0.0950677,-0.411786,0.906308
0.0914952,-0.396312,0.913546
0.0878947,-0.380717,0.920505
0.0842675,-0.365005,0.927184
0.0806147,-0.349183,0.933581
0.0769372,-0.333254,0.939693
0.0732364,-0.317224,0.945519
0.0695132,-0.301097,0.951057
0.0657688,-0.284878,0.956305
0.0620045,-0.268573,0.961262
0.0582212,-0.252185,0.965926
0.0544202,-0.235721,0.970296
0.0506026,-0.219185,0.97437
0.0467696,-0.202583,0.978148
0.0429224,-0.185918,0.981627
0.0390621,-0.169198,0.984808
0.0351898,-0.152425,0.987688
0.0313069,-0.135606,0.990268
0.0274144,-0.118746,0.992546
0.0235136,-0.101849,0.994522
0.0196056,-0.0849219,0.996195
0.0156917,-0.0679686,0.997564
0.0117729,-0.0509946,0.99863
0.00785062,-0.034005,0.999391
0.00392591,-0.0170051,0.999848
-7.36745e-016,3.19122e-015,1
-0.00392591,0.0170051,0.999848
-0.00785062,0.034005,0.999391
-0.0117729,0.0509946,0.99863
-0.0156917,0.0679686,0.997564
-0.0196056,0.0849219,0.996195
-0.0235136,0.101849,0.994522
-0.0274144,0.118746,0.992546
-0.0313069,0.135606,0.990268
-0.0351898,0.152425,0.987688
-0.0390621,0.169198,0.984808
-0.0429224,0.185918,0.981627
-0.0467696,0.202583,0.978148
-0.0506026,0.219185,0.97437
-0.0544202,0.235721,0.970296
-0.0582212,0.252185,0.965926
-0.0620045,0.268573,0.961262
-0.0657688,0.284878,0.956305
-0.0695132,0.301097,0.951057
-0.0732364,0.317224,0.945519
-0.0769372,0.333254,0.939693
-0.0806147,0.349183,0.933581
-0.0842675,0.365005,0.927184
-0.0878947,0.380717,0.920505
-0.0914952,0.396312,0.913546
-0.0950677,0.411786,0.906308
-0.0986113,0.427136,0.898794
-0.102125,0.442355,0.891007
-0.105607,0.457439,0.882948
-0.109058,0.472384,0.87462
-0.112475,0.487185,0.866026
-0.115858,0.501837,0.857168
-0.119205,0.516337,0.848048
-0.122516,0.53068,0.838671
-0.12579,0.544861,0.829038
-0.129026,0.558875,0.819152
-0.132222,0.57272,0.809017
-0.135378,0.58639,0.798636
-0.138493,0.599882,0.788011
-0.141565,0.613191,0.777146
-0.144595,0.626313,0.766045
-0.14758,0.639244,0.75471
-0.150521,0.651981,0.743145
-0.153415,0.664519,0.731354
-0.156263,0.676854,0.71934
-0.159063,0.688983,0.707107
-0.161815,0.700903,0.694659
-0.164518,0.712609,0.681999
-0.16717,0.724098,0.669131
-0.169771,0.735366,0.65606
-0.172321,0.746411,0.642788
-0.174819,0.757228,0.629321
-0.177263,0.767814,0.615662
-0.179653,0.778166,0.601816
-0.181988,0.788282,0.587786
-0.184268,0.798157,0.573577
-0.186492,0.807789,0.559194
-0.188658,0.817175,0.54464
-0.190768,0.826313,0.52992
-0.192819,0.835198,0.515039
-0.194812,0.843829,0.500001
-0.196745,0.852203,0.48481
-0.198619,0.860318,0.469472
-0.200431,0.86817,0.453991
-0.202183,0.875758,0.438372
-0.203873,0.883079,0.422619
-0.205502,0.890131,0.406738
-0.207067,0.896912,0.390732
-0.20857,0.90342,0.374608
-0.210008,0.909653,0.358369
-0.211383,0.915608,0.342021
-0.212694,0.921285,0.325569
-0.21394,0.926681,0.309018
-0.21512,0.931795,0.292373
-0.216235,0.936625,0.275638
-0.217285,0.941169,0.25882
-0.218268,0.945427,0.241923
-0.219184,0.949397,0.224952
-0.220034,0.953078,0.207913
-0.220817,0.956468,0.19081
-0.221532,0.959567,0.173649
-0.22218,0.962374,0.156436
-0.22276,0.964888,0.139174
-0.223273,0.967107,0.121871
-0.223717,0.969033,0.10453
-0.224094,0.970663,0.087157
-0.224402,0.971997,0.0697577
-0.224641,0.973035,0.0523372
-0.224813,0.973777,0.0349008
-0.224915,0.974222,0.0174537
-0.22495,0.97437,1.32679e-006
0.24192,-0.970296,1.32679e-006
0.241884,-0.970148,0.0174537
0.241773,-0.969705,0.0349008
0.241589,-0.968966,0.0523372
0.241331,-0.967932,0.0697577
0.241,-0.966604,0.087157
0.240595,-0.964981,0.10453
0.240117,-0.963064,0.121871
0.239566,-0.960853,0.139174
0.238942,-0.95835,0.156436
0.238245,-0.955555,0.173649
0.237476,-0.952469,0.19081
0.236634,-0.949093,0.207913
0.23572,-0.945427,0.224952
0.234734,-0.941474,0.241923
0.233677,-0.937234,0.25882
0.232549,-0.932708,0.275638
0.23135,-0.927898,0.292373
0.23008,-0.922806,0.309018
0.22874,-0.917433,0.325569
0.227331,-0.91178,0.342021
0.225852,-0.905849,0.358369
0.224305,-0.899643,0.374608
0.222689,-0.893162,0.390732
0.221005,-0.886409,0.406738
0.219254,-0.879387,0.422619
0.217437,-0.872096,0.438372
0.215553,-0.86454,0.453991
0.213603,-0.85672,0.469472
0.211588,-0.84864,0.48481
0.209509,-0.840301,0.500001
0.207366,-0.831706,0.515039
0.20516,-0.822857,0.52992
0.202891,-0.813758,0.54464
0.200561,-0.804411,0.559194
0.198169,-0.79482,0.573577
0.195718,-0.784986,0.587786
0.193206,-0.774912,0.601816
0.190636,-0.764603,0.615662
0.188007,-0.754061,0.629321
0.185322,-0.743289,0.642788
0.18258,-0.732291,0.65606
0.179782,-0.72107,0.669131
0.176929,-0.709629,0.681999
0.174023,-0.697972,0.694659
0.171063,-0.686102,0.707107
0.168052,-0.674024,0.71934
0.164989,-0.66174,0.731354
0.161876,-0.649254,0.743145
0.158714,-0.636571,0.75471
0.155503,-0.623694,0.766045
0.152245,-0.610627,0.777146
0.148941,-0.597373,0.788011
0.145591,-0.583938,0.798636
0.142197,-0.570325,0.809017
0.13876,-0.556539,0.819152
0.13528,-0.542582,0.829038
0.131759,-0.528461,0.838671
0.128198,-0.514178,0.848048
0.124598,-0.499739,0.857168
0.12096,-0.485148,0.866026
0.117285,-0.470409,0.87462
0.113575,-0.455526,0.882948
0.109829,-0.440505,0.891007
0.106051,-0.425349,0.898794
0.10224,-0.410065,0.906308
0.0983978,-0.394655,0.913546
0.0945258,-0.379125,0.920505
0.0906249,-0.363479,0.927184
0.0866965,-0.347723,0.933581
0.0827416,-0.331861,0.939693
0.0787615,-0.315897,0.945519
0.0747575,-0.299838,0.951057
0.0707306,-0.283687,0.956305
0.0666822,-0.26745,0.961262
0.0626136,-0.251131,0.965926
0.0585258,-0.234736,0.970296
0.0544202,-0.218269,0.97437
0.050298,-0.201736,0.978148
0.0461606,-0.185141,0.981627
0.042009,-0.16849,0.984808
0.0378447,-0.151788,0.987688
0.0336688,-0.135039,0.990268
0.0294827,-0.118249,0.992546
0.0252875,-0.101423,0.994522
0.0210847,-0.0845668,0.996195
0.0168755,-0.0676844,0.997564
0.0126611,-0.0507813,0.99863
0.00844289,-0.0338628,0.999391
0.00422209,-0.016934,0.999848
-7.92328e-016,3.17787e-015,1
-0.00422209,0.016934,0.999848
-0.00844289,0.0338628,0.999391
-0.0126611,0.0507813,0.99863
-0.0168755,0.0676844,0.997564
-0.0210847,0.0845668,0.996195
-0.0252875,0.101423,0.994522
-0.0294827,0.118249,0.992546
-0.0336688,0.135039,0.990268
-0.0378447,0.151788,0.987688
-0.042009,0.16849,0.984808
-0.0461606,0.185141,0.981627
-0.050298,0.201736,0.978148
-0.0544202,0.218269,0.97437
-0.0585258,0.234736,0.970296
-0.0626136,0.251131,0.965926
-0.0666822,0.26745,0.961262
-0.0707306,0.283687,0.956305
-0.0747575,0.299838,0.951057
-0.0787615,0.315897,0.945519
-0.0827416,0.331861,0.939693
-0.0866965,0.347723,0.933581
-0.0906249,0.363479,0.927184
-0.0945258,0.379125,0.920505
-0.0983978,0.394655,0.913546
